date,Open,High,Low,price_usd,volume_usd,crypto,source
13-12-2022,17208.93,18000.0,17080.14,17774.7,284462.9139,BTC,Binance CSV
14-12-2022,17775.82,18387.95,17660.94,17803.15,266681.22209,BTC,Binance CSV
15-12-2022,17804.01,17854.82,17275.51,17356.34,223701.96882,BTC,Binance CSV
16-12-2022,17356.96,17531.73,16527.32,16632.12,253379.04116,BTC,Binance CSV
17-12-2022,16631.5,16796.82,16579.85,16776.52,144825.66684,BTC,Binance CSV
18-12-2022,16777.54,16863.26,16663.07,16738.21,112619.31646,BTC,Binance CSV
19-12-2022,16739.0,16815.99,16256.3,16438.88,179094.28305,BTC,Binance CSV
20-12-2022,16438.88,17061.27,16397.2,16895.56,248808.92324,BTC,Binance CSV
21-12-2022,16896.15,16925.0,16723.0,16824.67,156810.96362,BTC,Binance CSV
22-12-2022,16824.68,16868.52,16559.85,16821.43,176044.27235,BTC,Binance CSV
23-12-2022,16821.9,16955.14,16731.13,16778.5,161612.00947,BTC,Binance CSV
24-12-2022,16778.52,16869.99,16776.62,16836.12,100224.29096,BTC,Binance CSV
25-12-2022,16835.73,16857.96,16721.0,16832.11,125441.07202,BTC,Binance CSV
26-12-2022,16832.11,16944.52,16791.0,16919.39,124564.00656,BTC,Binance CSV
27-12-2022,16919.39,16972.83,16592.37,16706.36,173749.58616,BTC,Binance CSV
28-12-2022,16706.06,16785.19,16465.33,16547.31,193037.56577,BTC,Binance CSV
29-12-2022,16547.32,16664.41,16488.91,16633.47,160998.47158,BTC,Binance CSV
30-12-2022,16633.47,16677.35,16333.0,16607.48,164916.31174,BTC,Binance CSV
31-12-2022,16607.48,16644.09,16470.0,16542.4,114490.42864,BTC,Binance CSV
01-01-2023,16541.77,16628.0,16499.01,16616.75,96925.41374,BTC,Binance CSV
02-01-2023,16617.17,16799.23,16548.7,16672.87,121888.57191,BTC,Binance CSV
03-01-2023,16672.78,16778.4,16605.28,16675.18,159541.53733,BTC,Binance CSV
04-01-2023,16675.65,16991.87,16652.66,16850.36,220362.18862,BTC,Binance CSV
05-01-2023,16850.36,16879.82,16753.0,16831.85,163473.56641,BTC,Binance CSV
06-01-2023,16831.85,17041.0,16679.0,16950.65,207401.28415,BTC,Binance CSV
07-01-2023,16950.31,16981.91,16908.0,16943.57,104526.5688,BTC,Binance CSV
08-01-2023,16943.83,17176.99,16911.0,17127.83,135155.89695,BTC,Binance CSV
09-01-2023,17127.83,17398.8,17104.66,17178.26,266211.52723,BTC,Binance CSV
10-01-2023,17179.04,17499.0,17146.34,17440.66,221382.42581,BTC,Binance CSV
11-01-2023,17440.64,18000.0,17315.6,17943.26,262221.60653,BTC,Binance CSV
12-01-2023,17943.26,19117.04,17892.05,18846.62,454568.32178,BTC,Binance CSV
13-01-2023,18846.62,20000.0,18714.12,19930.01,368615.87823,BTC,Binance CSV
14-01-2023,19930.01,21258.0,19888.05,20954.92,393913.74951,BTC,Binance CSV
15-01-2023,20952.76,21050.74,20551.01,20871.5,178542.22549,BTC,Binance CSV
16-01-2023,20872.99,21474.05,20611.48,21185.65,293078.08262,BTC,Binance CSV
17-01-2023,21185.65,21647.45,20841.31,21134.81,275407.74409,BTC,Binance CSV
18-01-2023,21132.29,21650.0,20407.15,20677.47,350916.01949,BTC,Binance CSV
19-01-2023,20677.47,21192.0,20659.19,21071.59,251385.84925,BTC,Binance CSV
20-01-2023,21071.59,22755.93,20861.28,22667.21,338079.13659,BTC,Binance CSV
21-01-2023,22666.0,23371.8,22422.0,22783.55,346445.48432,BTC,Binance CSV
22-01-2023,22783.35,23078.71,22292.37,22707.88,253577.75286,BTC,Binance CSV
23-01-2023,22706.02,23180.0,22500.0,22916.45,293588.37938,BTC,Binance CSV
24-01-2023,22917.81,23162.2,22462.93,22632.89,293158.78254,BTC,Binance CSV
25-01-2023,22631.94,23816.73,22300.0,23060.94,346042.83223,BTC,Binance CSV
26-01-2023,23060.42,23282.47,22850.01,23009.65,288924.43581,BTC,Binance CSV
27-01-2023,23009.65,23500.0,22534.88,23074.16,280833.86315,BTC,Binance CSV
28-01-2023,23074.16,23189.0,22878.46,23022.6,148115.71085,BTC,Binance CSV
29-01-2023,23021.4,23960.54,22967.76,23742.3,295688.79204000003,BTC,Binance CSV
30-01-2023,23743.37,23800.51,22500.0,22826.15,302405.90121,BTC,Binance CSV
31-01-2023,22827.38,23320.0,22714.77,23125.13,264649.34909,BTC,Binance CSV
01-02-2023,23125.13,23812.66,22760.23,23732.66,310790.42271,BTC,Binance CSV
02-02-2023,23731.41,24255.0,23363.27,23488.94,364177.20751,BTC,Binance CSV
03-02-2023,23489.33,23715.7,23204.62,23431.9,332571.02904,BTC,Binance CSV
04-02-2023,23431.9,23587.78,23253.96,23326.84,166126.47295,BTC,Binance CSV
05-02-2023,23327.66,23433.33,22743.0,22932.91,209251.33917,BTC,Binance CSV
06-02-2023,22932.91,23158.25,22628.13,22762.52,265371.6069,BTC,Binance CSV
07-02-2023,22762.52,23350.25,22745.78,23240.46,308006.72482,BTC,Binance CSV
08-02-2023,23242.42,23452.0,22665.85,22963.0,280056.30717,BTC,Binance CSV
09-02-2023,22961.85,23011.39,21688.0,21796.35,402894.6955,BTC,Binance CSV
10-02-2023,21797.83,21938.16,21451.0,21625.19,338591.94247,BTC,Binance CSV
11-02-2023,21625.19,21906.32,21599.78,21862.55,177021.58433,BTC,Binance CSV
12-02-2023,21862.02,22090.0,21630.0,21783.54,204435.65163,BTC,Binance CSV
13-02-2023,21782.37,21894.99,21351.07,21773.97,295730.76791,BTC,Binance CSV
14-02-2023,21774.63,22319.08,21532.77,22199.84,361958.40109,BTC,Binance CSV
15-02-2023,22199.84,24380.0,22047.28,24324.05,375669.16111,BTC,Binance CSV
16-02-2023,24322.87,25250.0,23505.25,23517.72,450080.68366,BTC,Binance CSV
17-02-2023,23517.72,25021.11,23339.37,24569.97,496813.21376,BTC,Binance CSV
18-02-2023,24568.24,24877.0,24430.0,24631.95,216917.25213,BTC,Binance CSV
19-02-2023,24632.05,25192.0,24192.57,24271.76,300395.99542,BTC,Binance CSV
20-02-2023,24272.51,25121.23,23840.83,24842.2,346938.56997,BTC,Binance CSV
21-02-2023,24843.89,25250.0,24148.34,24452.16,376000.82868,BTC,Binance CSV
22-02-2023,24450.67,24476.05,23574.69,24182.21,379425.75365,BTC,Binance CSV
23-02-2023,24182.21,24599.59,23608.0,23940.2,398400.45437,BTC,Binance CSV
24-02-2023,23940.2,24132.35,22841.19,23185.29,343582.57453,BTC,Binance CSV
25-02-2023,23184.04,23219.13,22722.0,23157.07,191311.8101,BTC,Binance CSV
26-02-2023,23157.07,23689.99,23059.18,23554.85,202323.73623,BTC,Binance CSV
27-02-2023,23554.85,23897.99,23106.77,23492.09,283706.0859,BTC,Binance CSV
28-02-2023,23492.09,23600.0,23020.97,23141.57,264140.99894,BTC,Binance CSV
01-03-2023,23141.57,24000.0,23020.03,23628.97,315287.41737,BTC,Binance CSV
02-03-2023,23629.76,23796.93,23195.9,23465.32,239315.45219,BTC,Binance CSV
03-03-2023,23465.32,23476.95,21971.13,22354.34,319954.19785,BTC,Binance CSV
04-03-2023,22354.34,22410.0,22157.08,22346.57,121257.38132,BTC,Binance CSV
05-03-2023,22346.57,22662.09,22189.22,22430.24,154841.75786,BTC,Binance CSV
06-03-2023,22430.24,22602.19,22258.0,22410.0,203751.82957,BTC,Binance CSV
07-03-2023,22409.41,22557.91,21927.0,22197.96,292519.80912,BTC,Binance CSV
08-03-2023,22198.56,22287.0,21580.0,21705.44,301460.57272,BTC,Binance CSV
09-03-2023,21704.37,21834.99,20042.72,20362.22,443658.28584,BTC,Binance CSV
10-03-2023,20362.21,20367.78,19549.09,20150.69,618456.4671,BTC,Binance CSV
11-03-2023,20150.69,20686.51,19765.03,20455.73,427831.82133,BTC,Binance CSV
12-03-2023,20455.73,22150.0,20270.6,21997.11,430944.94288,BTC,Binance CSV
13-03-2023,21998.05,24500.0,21813.88,24113.48,687889.31259,BTC,Binance CSV
14-03-2023,24112.27,26386.87,23976.42,24670.41,699360.93423,BTC,Binance CSV
15-03-2023,24670.41,25196.97,23896.95,24285.66,581450.72984,BTC,Binance CSV
16-03-2023,24285.66,25167.4,24123.0,24998.78,439421.32998,BTC,Binance CSV
17-03-2023,24998.78,27756.84,24890.0,27395.13,624460.68091,BTC,Binance CSV
18-03-2023,27395.13,27724.85,26578.0,26907.49,371238.97174,BTC,Binance CSV
19-03-2023,26907.49,28390.1,26827.22,27972.87,372066.99054,BTC,Binance CSV
20-03-2023,27972.87,28472.0,27124.47,27717.01,477378.23373,BTC,Binance CSV
21-03-2023,27717.01,28438.55,27303.1,28105.47,420929.7422,BTC,Binance CSV
22-03-2023,28107.81,28868.05,26601.8,27250.97,224113.41296,BTC,Binance CSV
23-03-2023,27250.97,28750.0,27105.0,28295.41,128649.60818,BTC,Binance CSV
24-03-2023,28295.42,28374.3,27000.0,27454.47,86242.06544,BTC,Binance CSV
25-03-2023,27454.46,27787.33,27156.09,27462.95,50844.08102,BTC,Binance CSV
26-03-2023,27462.96,28194.4,27417.76,27968.05,49671.70353,BTC,Binance CSV
27-03-2023,27968.05,28023.86,26508.14,27124.91,88039.46898,BTC,Binance CSV
28-03-2023,27124.9,27520.0,26631.78,27261.07,78602.44340999999,BTC,Binance CSV
29-03-2023,27261.06,28650.0,27240.1,28348.6,89486.16008,BTC,Binance CSV
30-03-2023,28348.6,29184.68,27686.0,28028.53,98865.43256,BTC,Binance CSV
31-03-2023,28028.53,28656.69,27511.71,28465.36,78198.12139,BTC,Binance CSV
01-04-2023,28465.36,28819.71,28220.27,28452.73,30238.44753,BTC,Binance CSV
02-04-2023,28452.74,28530.0,27856.43,28171.87,37365.65692,BTC,Binance CSV
03-04-2023,28171.87,28500.99,27200.24,27800.0,79180.01405,BTC,Binance CSV
04-04-2023,27800.0,28444.44,27662.79,28165.47,49722.55691,BTC,Binance CSV
05-04-2023,28165.47,28775.0,27805.1,28170.01,60737.64732,BTC,Binance CSV
06-04-2023,28170.01,28182.05,27711.0,28033.82,40118.94963,BTC,Binance CSV
07-04-2023,28033.83,28100.0,27766.94,27906.33,24762.09387,BTC,Binance CSV
08-04-2023,27906.34,28154.99,27859.02,27938.38,19479.96735,BTC,Binance CSV
09-04-2023,27938.38,28530.0,27800.0,28323.76,32531.16101,BTC,Binance CSV
10-04-2023,28323.76,29770.0,28170.0,29637.34,67754.0622,BTC,Binance CSV
11-04-2023,29637.35,30550.0,29590.0,30200.42,67990.07621,BTC,Binance CSV
12-04-2023,30200.43,30486.0,29637.4,29888.07,62049.48451,BTC,Binance CSV
13-04-2023,29888.07,30595.0,29854.59,30373.84,51934.11731,BTC,Binance CSV
14-04-2023,30373.84,31000.0,29966.0,30466.93,75984.19452,BTC,Binance CSV
15-04-2023,30466.93,30595.6,30202.0,30295.09,25429.81247,BTC,Binance CSV
16-04-2023,30295.1,30549.99,30120.0,30304.65,26431.99322,BTC,Binance CSV
17-04-2023,30304.66,30316.06,29240.65,29430.27,56441.81127,BTC,Binance CSV
18-04-2023,29430.27,30485.0,29096.78,30380.01,62004.89434,BTC,Binance CSV
19-04-2023,30380.01,30413.53,28520.0,28797.1,86575.48656,BTC,Binance CSV
20-04-2023,28797.1,29088.3,28010.0,28243.65,76879.09372,BTC,Binance CSV
21-04-2023,28243.65,28374.02,27125.0,27262.84,77684.7679,BTC,Binance CSV
22-04-2023,27262.84,27882.72,27140.35,27816.85,36023.696860000004,BTC,Binance CSV
23-04-2023,27816.85,27816.85,27311.25,27590.6,34812.09581,BTC,Binance CSV
24-04-2023,27590.59,28000.0,26942.82,27510.93,53111.56874,BTC,Binance CSV
25-04-2023,27510.93,28399.99,27192.0,28300.79,52325.14637,BTC,Binance CSV
26-04-2023,28300.8,30036.0,27235.0,28415.29,129228.40403,BTC,Binance CSV
27-04-2023,28415.29,29890.0,28378.86,29472.77,95430.82431,BTC,Binance CSV
28-04-2023,29472.77,29599.54,28891.0,29311.7,54298.16578,BTC,Binance CSV
29-04-2023,29311.69,29448.88,29031.0,29230.45,20466.83058,BTC,Binance CSV
30-04-2023,29230.45,29969.39,29079.59,29233.21,39752.5372,BTC,Binance CSV
01-05-2023,29233.2,29337.34,27666.95,28068.26,64433.65958,BTC,Binance CSV
02-05-2023,28068.26,28879.88,27872.0,28669.86,50824.5224,BTC,Binance CSV
03-05-2023,28669.85,29266.66,28113.69,29026.16,64615.79213,BTC,Binance CSV
04-05-2023,29026.16,29379.83,28663.64,28838.16,42575.47501,BTC,Binance CSV
05-05-2023,28838.16,29677.0,28800.0,29505.61,58415.83048,BTC,Binance CSV
06-05-2023,29505.6,29820.0,28300.0,28848.2,49249.28459,BTC,Binance CSV
07-05-2023,28848.19,29138.29,28395.23,28430.1,30003.41028,BTC,Binance CSV
08-05-2023,28430.09,28631.01,27262.0,27668.79,68244.36179,BTC,Binance CSV
09-05-2023,27668.8,27818.0,27353.0,27628.27,40113.31069,BTC,Binance CSV
10-05-2023,27628.28,28331.42,26777.0,27598.75,71155.11355,BTC,Binance CSV
11-05-2023,27598.74,27630.14,26702.05,26968.62,47635.31365,BTC,Binance CSV
12-05-2023,26968.61,27091.12,25811.46,26795.01,67207.93494,BTC,Binance CSV
13-05-2023,26795.01,27045.45,26692.03,26775.28,22814.90421,BTC,Binance CSV
14-05-2023,26775.27,27200.0,26560.53,26917.62,21594.8036,BTC,Binance CSV
15-05-2023,26917.61,27663.59,26726.0,27162.14,40430.08333,BTC,Binance CSV
16-05-2023,27162.15,27296.89,26852.11,27033.84,33270.45451,BTC,Binance CSV
17-05-2023,27033.85,27500.0,26544.71,27405.61,42958.97785,BTC,Binance CSV
18-05-2023,27405.62,27485.33,26361.2,26821.28,49198.65143,BTC,Binance CSV
19-05-2023,26821.28,27183.6,26630.0,26880.26,28754.13544,BTC,Binance CSV
20-05-2023,26880.26,27150.0,26825.11,27102.43,14434.54718,BTC,Binance CSV
21-05-2023,27102.42,27277.55,26666.03,26747.78,21347.87279,BTC,Binance CSV
22-05-2023,26747.78,27099.89,26538.21,26849.27,26458.83828,BTC,Binance CSV
23-05-2023,26849.28,27495.83,26798.11,27219.61,38700.83858,BTC,Binance CSV
24-05-2023,27219.61,27219.61,26080.5,26329.01,54393.0657,BTC,Binance CSV
25-05-2023,26329.0,26631.98,25871.89,26473.79,37435.44895,BTC,Binance CSV
26-05-2023,26473.8,26932.16,26327.24,26705.92,35061.18713,BTC,Binance CSV
27-05-2023,26705.93,26895.0,26551.0,26854.27,15095.6867,BTC,Binance CSV
28-05-2023,26854.28,28261.32,26764.36,28065.0,43916.00855,BTC,Binance CSV
29-05-2023,28065.01,28447.14,27524.6,27736.4,42385.41945,BTC,Binance CSV
30-05-2023,27736.39,28038.59,27554.0,27694.4,32686.75371,BTC,Binance CSV
31-05-2023,27694.39,27835.51,26839.01,27210.35,46588.80573,BTC,Binance CSV
01-06-2023,27210.36,27350.0,26605.05,26817.93,39217.8088,BTC,Binance CSV
02-06-2023,26817.93,27300.0,26505.0,27242.59,36380.90269,BTC,Binance CSV
03-06-2023,27242.59,27333.29,26914.93,27069.22,16595.34117,BTC,Binance CSV
04-06-2023,27069.22,27455.02,26951.0,27115.21,19258.41049,BTC,Binance CSV
05-06-2023,27115.2,27129.33,25388.0,25728.2,65805.60305,BTC,Binance CSV
06-06-2023,25728.2,27355.33,25351.02,27230.08,68392.60438,BTC,Binance CSV
07-06-2023,27230.07,27391.77,26125.01,26339.34,59619.44364,BTC,Binance CSV
08-06-2023,26339.34,26810.0,26210.0,26498.61,31075.51083,BTC,Binance CSV
09-06-2023,26498.62,26783.33,26269.91,26477.81,27934.7097,BTC,Binance CSV
10-06-2023,26477.8,26533.87,25358.0,25841.21,64944.60108,BTC,Binance CSV
11-06-2023,25841.22,26206.88,25634.7,25925.55,30014.29595,BTC,Binance CSV
12-06-2023,25925.54,26106.48,25602.11,25905.19,29900.50893,BTC,Binance CSV
13-06-2023,25905.2,26433.21,25712.57,25934.25,41065.60853,BTC,Binance CSV
14-06-2023,25934.24,26098.0,24820.56,25128.6,45077.31608,BTC,Binance CSV
15-06-2023,25128.6,25759.01,24800.0,25598.49,48664.86063,BTC,Binance CSV
16-06-2023,25598.49,26518.0,25175.56,26345.0,51596.91662,BTC,Binance CSV
17-06-2023,26345.01,26839.99,26181.0,26516.99,27842.2195,BTC,Binance CSV
18-06-2023,26516.99,26700.0,26255.85,26339.97,21538.31022,BTC,Binance CSV
19-06-2023,26339.98,27068.09,26256.61,26844.35,35872.65974,BTC,Binance CSV
20-06-2023,26844.35,28402.74,26652.0,28307.99,69666.95525,BTC,Binance CSV
21-06-2023,28308.0,30800.0,28257.99,29993.89,108926.40412,BTC,Binance CSV
22-06-2023,29993.89,30500.0,29525.61,29884.92,59054.5646,BTC,Binance CSV
23-06-2023,29884.92,31431.94,29800.0,30688.5,73931.89635,BTC,Binance CSV
24-06-2023,30688.51,30800.0,30250.0,30527.43,30513.30135,BTC,Binance CSV
25-06-2023,30527.44,31046.01,30277.49,30462.66,30223.44801,BTC,Binance CSV
26-06-2023,30462.67,30666.0,29930.0,30267.99,45180.41489,BTC,Binance CSV
27-06-2023,30267.99,30994.97,30226.17,30692.44,42699.64157,BTC,Binance CSV
28-06-2023,30692.44,30709.74,29858.8,30077.41,40463.51937,BTC,Binance CSV
29-06-2023,30077.4,30843.98,30049.98,30447.31,36330.62903,BTC,Binance CSV
30-06-2023,30447.31,31282.0,29500.0,30472.0,89419.07618,BTC,Binance CSV
01-07-2023,30471.99,30661.6,30320.57,30585.9,17501.75075,BTC,Binance CSV
02-07-2023,30585.9,30791.0,30155.0,30617.03,23286.41019,BTC,Binance CSV
03-07-2023,30617.02,31380.0,30570.27,31156.2,43761.64311,BTC,Binance CSV
04-07-2023,31156.2,31350.69,30620.0,30766.51,33206.11943,BTC,Binance CSV
05-07-2023,30766.52,30878.07,30200.0,30504.81,33215.67122,BTC,Binance CSV
06-07-2023,30504.8,31500.0,29850.45,29895.43,71319.6261,BTC,Binance CSV
07-07-2023,29895.42,30449.0,29701.02,30344.7,34070.53895,BTC,Binance CSV
08-07-2023,30344.7,30386.81,30044.47,30284.63,13094.59042,BTC,Binance CSV
09-07-2023,30284.63,30445.52,30061.12,30160.71,15388.50196,BTC,Binance CSV
10-07-2023,30160.71,31045.78,29950.0,30411.57,41262.87652,BTC,Binance CSV
11-07-2023,30411.57,30813.63,30300.0,30622.1,28476.83311,BTC,Binance CSV
12-07-2023,30622.1,30983.25,30210.0,30380.0,38108.99669,BTC,Binance CSV
13-07-2023,30380.0,31804.2,30251.0,31454.23,70772.51836,BTC,Binance CSV
14-07-2023,31454.23,31630.0,29900.0,30312.01,60749.48424,BTC,Binance CSV
15-07-2023,30312.0,30390.9,30200.0,30289.52,14118.55329,BTC,Binance CSV
16-07-2023,30289.52,30441.46,30064.29,30231.99,15760.1281,BTC,Binance CSV
17-07-2023,30232.0,30336.96,29659.2,30138.0,30882.76839,BTC,Binance CSV
18-07-2023,30138.01,30239.78,29512.0,29859.13,30003.8601,BTC,Binance CSV
19-07-2023,29859.14,30189.09,29761.96,29909.21,25657.36137,BTC,Binance CSV
20-07-2023,29909.21,30417.46,29570.96,29800.0,37540.68193,BTC,Binance CSV
21-07-2023,29800.0,30061.7,29726.34,29901.72,23881.40865,BTC,Binance CSV
22-07-2023,29901.72,29999.0,29625.1,29794.0,14660.40467,BTC,Binance CSV
23-07-2023,29793.99,30350.0,29730.0,30083.75,18292.78637,BTC,Binance CSV
24-07-2023,30083.75,30099.58,28861.9,29176.5,39628.99691,BTC,Binance CSV
25-07-2023,29176.5,29376.0,29047.65,29228.91,21565.7478,BTC,Binance CSV
26-07-2023,29228.91,29690.0,29096.94,29351.96,33931.63366,BTC,Binance CSV
27-07-2023,29351.95,29567.49,29083.85,29222.78,22476.47626,BTC,Binance CSV
28-07-2023,29222.78,29542.22,29123.12,29314.14,23993.61627,BTC,Binance CSV
29-07-2023,29314.14,29406.92,29256.18,29352.9,10851.36844,BTC,Binance CSV
30-07-2023,29352.9,29449.0,29033.24,29281.09,15706.97441,BTC,Binance CSV
31-07-2023,29281.09,29530.0,29101.8,29232.25,22605.48964,BTC,Binance CSV
01-08-2023,29232.26,29739.25,28585.7,29705.99,44719.65162,BTC,Binance CSV
02-08-2023,29705.99,30047.5,28927.5,29186.01,48181.65141,BTC,Binance CSV
03-08-2023,29186.0,29433.33,28968.0,29193.64,26476.91994,BTC,Binance CSV
04-08-2023,29193.65,29333.08,28807.54,29113.99,23551.95217,BTC,Binance CSV
05-08-2023,29114.0,29152.23,28978.64,29072.13,11645.52018,BTC,Binance CSV
06-08-2023,29072.13,29205.09,28991.88,29088.42,13178.1972,BTC,Binance CSV
07-08-2023,29088.43,29276.78,28701.03,29211.06,30966.87746,BTC,Binance CSV
08-08-2023,29211.06,30244.0,29146.45,29770.42,45700.53392,BTC,Binance CSV
09-08-2023,29770.41,30160.0,29376.67,29581.99,38003.88725,BTC,Binance CSV
10-08-2023,29581.99,29738.0,29320.2,29455.75,23463.45373,BTC,Binance CSV
11-08-2023,29455.76,29564.52,29252.45,29426.03,20637.0443,BTC,Binance CSV
12-08-2023,29426.02,29481.35,29381.56,29430.17,8971.48068,BTC,Binance CSV
13-08-2023,29430.18,29474.65,29272.32,29303.84,11101.70947,BTC,Binance CSV
14-08-2023,29303.85,29695.32,29102.45,29430.93,31443.11532,BTC,Binance CSV
15-08-2023,29430.92,29499.26,29059.6,29200.0,27503.87691,BTC,Binance CSV
16-08-2023,29200.01,29259.85,28723.08,28730.51,32996.69854,BTC,Binance CSV
17-08-2023,28730.51,28783.48,25166.0,26623.41,100271.54033,BTC,Binance CSV
18-08-2023,26623.41,26832.6,25619.0,26054.0,69790.65711,BTC,Binance CSV
19-08-2023,26054.0,26281.0,25801.09,26100.01,26160.75343,BTC,Binance CSV
20-08-2023,26100.01,26299.0,25971.05,26189.99,19056.91209,BTC,Binance CSV
21-08-2023,26190.0,26258.42,25812.0,26126.92,30267.24233,BTC,Binance CSV
22-08-2023,26126.92,26139.42,25300.0,26056.0,34247.06688,BTC,Binance CSV
23-08-2023,26055.99,26819.27,25812.82,26432.72,44023.69978,BTC,Binance CSV
24-08-2023,26432.71,26577.87,25864.0,26180.05,30205.22116,BTC,Binance CSV
25-08-2023,26180.05,26314.05,25777.15,26060.01,27753.33772,BTC,Binance CSV
26-08-2023,26060.0,26125.77,25985.92,26017.37,10022.22322,BTC,Binance CSV
27-08-2023,26017.38,26182.23,25966.11,26101.77,12099.64216,BTC,Binance CSV
28-08-2023,26101.78,26253.99,25864.5,26120.0,22692.62655,BTC,Binance CSV
29-08-2023,26120.0,28142.85,25922.0,27716.34,74251.99488,BTC,Binance CSV
30-08-2023,27716.34,27768.57,27017.24,27299.99,35448.25848,BTC,Binance CSV
31-08-2023,27299.99,27587.51,25655.01,25940.78,51032.80401,BTC,Binance CSV
01-09-2023,25940.77,26156.0,25333.75,25805.05,41032.15056,BTC,Binance CSV
02-09-2023,25805.04,25987.5,25752.47,25869.51,16250.77698,BTC,Binance CSV
03-09-2023,25869.52,26135.0,25800.0,25971.21,17474.47667,BTC,Binance CSV
04-09-2023,25971.21,26108.02,25631.21,25826.02,21777.59609,BTC,Binance CSV
05-09-2023,25826.03,25915.49,25562.62,25792.1,21323.39337,BTC,Binance CSV
06-09-2023,25792.11,26040.0,25372.51,25759.95,27262.52386,BTC,Binance CSV
07-09-2023,25759.95,26443.14,25615.38,26255.0,27687.49567,BTC,Binance CSV
08-09-2023,26255.0,26445.5,25647.26,25910.5,28999.76471,BTC,Binance CSV
09-09-2023,25910.5,25945.09,25796.64,25901.61,10980.62277,BTC,Binance CSV
10-09-2023,25901.6,26033.66,25570.57,25841.61,18738.26914,BTC,Binance CSV
11-09-2023,25841.6,25900.69,24901.0,25162.52,41682.32,BTC,Binance CSV
12-09-2023,25162.53,26567.0,25131.48,25840.1,56434.38537,BTC,Binance CSV
13-09-2023,25840.1,26405.22,25764.17,26222.0,31610.82753,BTC,Binance CSV
14-09-2023,26222.0,26860.49,26126.77,26522.73,38333.1725,BTC,Binance CSV
15-09-2023,26522.73,26888.0,26224.0,26600.0,26227.29369,BTC,Binance CSV
16-09-2023,26599.99,26777.0,26445.0,26559.67,13960.93351,BTC,Binance CSV
17-09-2023,26559.67,26623.25,26399.0,26527.51,12998.10277,BTC,Binance CSV
18-09-2023,26527.5,27409.0,26377.35,26762.51,43000.43256,BTC,Binance CSV
19-09-2023,26762.5,27483.57,26667.79,27210.26,36190.52187,BTC,Binance CSV
20-09-2023,27210.25,27388.63,26800.0,27125.0,34207.21867,BTC,Binance CSV
21-09-2023,27125.01,27159.6,26377.7,26568.08,34476.82662,BTC,Binance CSV
22-09-2023,26568.08,26743.38,26468.77,26580.14,18198.2292,BTC,Binance CSV
23-09-2023,26580.14,26632.81,26509.0,26575.96,9440.7026,BTC,Binance CSV
24-09-2023,26575.97,26738.54,26122.08,26248.38,15706.65771,BTC,Binance CSV
25-09-2023,26248.39,26446.15,25990.46,26304.81,26266.2039,BTC,Binance CSV
26-09-2023,26304.8,26397.46,26088.34,26221.67,18495.35066,BTC,Binance CSV
27-09-2023,26221.68,26850.0,26112.06,26372.99,34771.57978,BTC,Binance CSV
28-09-2023,26373.0,27308.48,26342.4,27021.39,44517.83491,BTC,Binance CSV
29-09-2023,27021.39,27244.89,26665.16,26906.96,28478.76219,BTC,Binance CSV
30-09-2023,26906.96,27094.99,26886.31,26962.56,12804.62307,BTC,Binance CSV
01-10-2023,26962.57,28065.51,26954.09,27992.57,24602.81468,BTC,Binance CSV
02-10-2023,27992.58,28580.0,27281.44,27494.51,57071.14241,BTC,Binance CSV
03-10-2023,27494.51,27676.52,27160.5,27426.46,28928.96555,BTC,Binance CSV
04-10-2023,27426.45,27839.72,27202.0,27778.57,29816.142,BTC,Binance CSV
05-10-2023,27778.57,28120.39,27352.0,27410.39,30681.49619,BTC,Binance CSV
06-10-2023,27410.39,28295.0,27175.94,27931.09,37983.24277,BTC,Binance CSV
07-10-2023,27931.1,28029.67,27842.08,27956.67,13348.83825,BTC,Binance CSV
08-10-2023,27956.67,28095.14,27687.5,27917.05,19693.56921,BTC,Binance CSV
09-10-2023,27917.06,27987.93,27260.0,27590.12,31534.74639,BTC,Binance CSV
10-10-2023,27590.12,27735.0,27298.0,27390.12,22776.84383,BTC,Binance CSV
11-10-2023,27390.12,27477.39,26538.66,26875.52,37349.44706,BTC,Binance CSV
12-10-2023,26875.52,26947.04,26555.0,26759.63,23428.64112,BTC,Binance CSV
13-10-2023,26759.63,27130.0,26685.0,26862.0,24115.76499,BTC,Binance CSV
14-10-2023,26862.0,26989.58,26789.0,26852.48,10417.25576,BTC,Binance CSV
15-10-2023,26852.48,27293.33,26808.25,27154.15,15274.6917,BTC,Binance CSV
16-10-2023,27154.14,30000.0,27112.66,28500.78,78399.22445,BTC,Binance CSV
17-10-2023,28500.77,28613.65,28069.32,28395.91,38428.44532,BTC,Binance CSV
18-10-2023,28395.91,28982.36,28142.87,28320.0,32162.47591,BTC,Binance CSV
19-10-2023,28320.0,28916.89,28100.66,28713.71,35895.50179,BTC,Binance CSV
20-10-2023,28713.71,30207.55,28578.29,29669.04,59422.0992,BTC,Binance CSV
21-10-2023,29669.05,30379.99,29464.77,29909.8,27517.51897,BTC,Binance CSV
22-10-2023,29909.8,30248.0,29640.0,29992.46,22852.54563,BTC,Binance CSV
23-10-2023,29992.46,34741.91,29883.6,33069.99,93513.64246,BTC,Binance CSV
24-10-2023,33069.99,35280.0,32832.34,33922.73,115265.02418,BTC,Binance CSV
25-10-2023,33922.73,35132.85,33679.05,34496.05,54887.02529,BTC,Binance CSV
